ars_id,standard_id,station_name,x_coord,y_coord
1872,100900018,문방구,126.9579562,37.60615702
1873,100900019,마트앞,126.9587519,37.60670367
1874,100900022,국민은행.세검정지점,126.9608712,37.60491058
1875,100900023,화정박물관,126.9656123,37.60496243
1876,100900027,혜화역4번출구,127.0015413,37.5834723
1877,100900028,방송통신대앞,127.0020673,37.57869836
1878,100900030,서울대치과대학,126.9977684,37.57739445
1879,100900033,효제초교.연동교회.김마리아활동터,127.002064,37.57364661
1881,100900204,성균관대학교,126.9900098,37.58846735
1882,100900214,독립문역,126.959303,37.57321672
1883,100900038,서울대치과대학,126.9978353,37.57755076
1886,100900043,이화사거리,127.0021044,37.57694962
1887,100900042,서울대학교병원현관.암병원현관,126.9981605,37.57896524
1888,100900211,공평.종각,126.9830861,37.57159451
1889,100900213,조계사,126.9829895,37.57386103
1893,100000375,인사동.아벤트리호텔,126.9830341,37.57302839
1894,100000374,세종문화회관,126.9767265,37.57223424
1901,100000399,JW메리어트동대문호텔,127.009484,37.57030336
2001,101000001,남대문세무서.서울백병원,126.987458,37.5649827
2002,101000002,서울백병원.국가인권위.안중근활동터,126.9878514,37.56435045
2003,101000003,서울역버스환승센터,126.972591,37.55503906
2004,101000004,서울역버스환승센터,126.9725522,37.55547764
2005,101000005,서울역버스환승센터,126.9725603,37.55537624
2006,101000006,서울역버스환승센터,126.9727727,37.55547526
2007,101000007,서울역버스환승센터.강우규의거터,126.9727727,37.5554664
2008,101000008,숭례문,126.9737883,37.55863332
2100,101000303,서울시청,126.980633,37.56606406
2101,101000009,만리동고개,126.9625261,37.55170287
2102,101000010,손기정체육공원입구,126.9662684,37.55438998
2103,101000011,경기여상입구,126.9683795,37.5563011
2104,101000012,서울역서부,126.9691952,37.55631975
2105,101000013,서울역서부,126.9691859,37.55696436
2106,101000014,서울역서부,126.9692102,37.55838734
2107,101000015,종근당.충정로역,126.96439,37.55961021
2108,101000016,한국경제신문사,126.9678362,37.56046067
2109,101000017,한국경제신문사,126.9679823,37.56058349
2110,101000018,경찰청.동북아역사재단,126.969724,37.562048
2111,101000300,써미트호텔,127.0066273,37.56244112
2113,101000020,서대문경찰서.농협은행.유관순활동터,126.9676563,37.56484788
2116,101000021,염천교,126.9733639,37.55983746
2117,101000022,숭례문,126.9732328,37.55801095
2118,101000023,숭례문.한국일보,126.9738535,37.55870646
2120,101000025,후암삼거리,126.976073,37.55332913
2121,101000026,숭례문,126.9742188,37.55883652
2122,101000027,숭례문,126.9740061,37.55859746
2123,101000028,숭례문,126.973524,37.55805813
2124,101000029,남대문시장악세사리전문상가,126.9759992,37.55857317
2125,101000030,숭례문남산방향,126.975803,37.55859067
2126,101000031,남대문시장,126.9800196,37.56132894
2127,101000032,북창동.남대문시장,126.9779335,37.56108129
2128,101000033,시청앞,126.9764872,37.56260691
2131,101000034,삼성본관앞,126.975547,37.560754
2132,101000035,시청앞,126.9763177,37.56272154
2133,101000036,서소문,126.9748279,37.56330546
2134,101000037,서소문,126.9753581,37.56364514
2135,101000038,시청.서소문청사,126.9749714,37.56349625
2137,101000039,서울신문사,126.9772705,37.56836368
2139,101000040,우리은행종로지점,126.9827971,37.56752226
2140,101000041,롯데백화점,126.981974,37.563751
2141,101000042,해운센터.롯데영프라자,126.9816643,37.56285871
2142,101000043,롯데영프라자,126.9819218,37.56300813
2144,101000045,신세계앞,126.981632,37.560919
2145,101000046,남대문시장.회현역,126.9800425,37.55949853
2146,101000047,남대문시장.회현역,126.9783475,37.55855865
2147,101000048,남산3호터널,126.9828004,37.55848656
2148,101000049,남산3호터널,126.9826001,37.55943018
2149,101000050,명동입구,126.9852258,37.56076734
2150,101000051,퇴계로2가.명동역,126.985717,37.56094
2151,101000052,퇴계로3가.한옥마을.한국의집,126.991731,37.56113348
2152,101000053,퇴계로3가.한옥마을.한국의집,126.9924905,37.56098999
2153,101000054,충무로역2번출구.대한극장앞,126.994883,37.56131968
2154,101000055,충무로역8번출구.대한극장앞,126.9965752,37.56187249
2155,101000056,초동,126.9930225,37.56333797
2156,101000057,을지로입구.로얄호텔,126.9853753,37.56598702
2157,101000058,을지로입구.시청입구,126.9811721,37.56606813
2158,101000059,을지로2가.기업은행본점.서울노동청,126.9865271,37.56617502
2159,101000060,을지로2가.파인에비뉴,126.9888222,37.5661216
2160,101000061,을지로3가,126.9903795,37.56631337
2161,101000062,을지로3가,126.9913175,37.56623363
2162,101000063,을지로4가,126.9962219,37.56660385
2163,101000064,을지로4가.베스트웨스턴국도,126.9968403,37.56649714
2164,101000065,중구청앞.덕수중학교,126.9982285,37.56477911
2165,101000066,을지로5가,126.9992631,37.5667551
2166,101000067,을지로5가.중부시장,127.001107,37.56672392
2167,101000068,방산시장.훈련원종합체육관,127.0022525,37.56795334
2168,101000069,을지로5가.훈련원종합체육관,127.0024218,37.56581687
2169,101000070,을지로6가.국립중앙의료원,127.0064075,37.56617947
2170,101000071,광희동,127.0072942,37.5650334
2171,101000072,광희동,127.0075739,37.56508379
2172,101000073,을지로6가.국립중앙의료원,127.0058283,37.56640642
2173,101000074,동대문역사문화공원,127.0084231,37.56731997
2174,101000075,동대문역사문화공원,127.0089802,37.56762557
2177,101000077,충무아트센터.스포츠센터.중부소방서,127.0140522,37.56515844
2178,101000078,충무아트센터.스포츠센터.중부소방서,127.0147221,37.56512145
2179,101000079,성동공업고등학교(무궁화회관),127.0158931,37.56835631
2180,101000080,성동공업고등학교앞,127.0160142,37.56868774
2181,101000081,신당역.중앙시장앞,127.018745,37.56568518
2182,101000082,신당역.중앙시장앞,127.0194762,37.56558611
2183,101000083,성동고등학교,127.0220407,37.56551132
2184,101000084,성동고등학교,127.0225801,37.56528695
2187,101000085,신당동떡볶이타운.중구여성플라자,127.015142,37.56274933
2188,101000086,신당동떡볶이타운.중구여성플라자,127.0150783,37.56235115
2189,101000087,신당동.청구역,127.0131007,37.55899144
2190,101000088,신당동.청구역,127.0130812,37.55923872
2191,101000089,약수역2번출구.가온도서관,127.0111792,37.55596961
2192,101000090,약수역3번출구.약수하이츠,127.01125,37.55579466
2193,101000091,약수역4번출구.금호터널입구,127.0124236,37.55276596
2194,101000092,약수역5번출구.금호터널입구,127.0120112,37.55301126
2195,101000093,약수역8번출구.신당사회복지관,127.0099899,37.55385196
2196,101000094,약수역7번출구.약수동주민센터,127.0092201,37.55293541
2197,101000095,송도병원앞,127.0076565,37.55027259
2198,101000096,송도병원앞,127.0075034,37.55021868
2199,101000294,약수역1번출구,127.009602,37.55637304
2201,101000097,장충체육관앞,127.0077112,37.55840272
2202,101000098,장충체육관앞,127.007902,37.55808115
2203,101000099,장충동.동국대입구,127.0058094,37.56064722
2204,101000100,장충동.동국대입구,127.0056677,37.56065627
2205,101000101,퇴계로6가,127.0039276,37.56342726
2206,101000102,퇴계로6가,127.0032991,37.56343182
2207,101000103,퇴계로5가.제일병원,126.99993,37.56248011
2208,101000104,퇴계로5가,126.9999101,37.56262926
2209,101000105,국립극장.반얀트리호텔,127.000734,37.551223
2210,101000106,국립극장.반얀트리호텔,127.0010414,37.55161565
2211,101000107,청구역,127.0146421,37.5599363
2212,101000108,청구역,127.0142652,37.56000578
2213,101000109,동화동,127.0183294,37.55991519
2214,101000110,동화동,127.0182878,37.5598546
2215,101000111,백범광장,126.9801102,37.5556147
2218,101000113,남대문경찰서,126.9736348,37.55381915
2219,101000114,남대문시장앞.이회영활동터,126.9762193,37.56037765
2220,101000115,남산케이블카.남산산책로입구,126.9838859,37.55528501
2221,101000116,서울애니메이션센터숭의여대,126.987406,37.55862038
2222,101000117,동대입구역.장충동,127.005433,37.55811924
2223,101000295,약수역10번출구,127.009201,37.55636809
2224,101000119,청계1가.광교,126.9836589,37.56858678
2225,101000120,청계2가.삼일교,126.9885302,37.568
2226,101000121,청계4가.배오개다리,126.9971441,37.56867761
2227,101000122,청계5가.방산시장,127.0006386,37.56925042
2228,101000123,청계6가.평화시장,127.0044818,37.569498
2229,101000124,청계7가.동평화.청평화시장,127.0138488,37.56962628
2230,101000125,청계8가.영도교,127.018747,37.57074699
2233,101000128,신한은행본점,126.9757104,37.56116507
2235,101000130,동대문역사문화공원,127.010011,37.565266
2236,101000131,버티고개,127.0060182,37.54784044
2237,101000132,버티고개,127.0057824,37.54769596
2240,101000135,청계3가.세운교,126.9937855,37.56836118
2241,101000136,청계6가.오간수교,127.009025,37.56960868
2242,101000137,충무로역.매일경제,126.993253,37.56159326
